;; -*- coding: utf-8 -*--
a-ba-ga-qi-wei-dang-xiao 阿巴嘎旗委党校
bei-jing-xian-dai-yin-yue-xue-yuan 北京现代音乐学院
bei-jing-xian-dai-yin-yue-yan-xiu-xue-yuan 北京现代音乐研修学院
bei-jing-xie-he-yi-xue-yuan 北京协和医学院
bei-jing-xin-li-xue-han-shou-xue-yuan 北京心理学函授学院
bei-jing-xin-qiao-wai-guo-yu-xue-yuan 北京新桥外国语学院
bei-jing-xin-xi-gong-cheng-xue-yuan 北京信息工程学院
bei-jing-xin-xi-ke-ji-da-xue 北京信息科技大学
bei-jing-xin-yuan-ming-zhi-ye-xue-yuan 北京新圆明职业学院
bei-jing-xing-hua-da-xue 北京兴华大学
bei-jing-xing-zheng-xue-yuan 北京行政学院
bei-jing-xuan-wu-hong-qi-ye-yu-da-xue 北京宣武红旗业余大学
bei-jing-xuan-wu-she-qu-xue-yuan 北京宣武社区学院
bei-jing-yan-yi-zhuan-xiu-xue-yuan 北京演艺专修学院
bei-jing-yi-ke-da-xue 北京医科大学
bei-jing-yi-shu-she-ji-xue-yuan 北京艺术设计学院
bei-jing-yi-xian-xue-yuan 北京逸仙学院
bei-jing-yi-yao-ji-tuan-zhi-gong-da-xue 北京医药集团职工大学
bei-jing-yin-shua-xue-yuan 北京印刷学院
bei-jing-ying-di-jing-mao-xue-yuan 北京英迪经贸学院
bei-jing-ying-shi-yan-xiu-xue-yuan 北京影视研修学院
bei-jing-ying-yong-ji-shu-da-xue 北京应用技术大学
bei-jing-ying-yong-ke-ji-da-xue 北京应用科技大学
bei-jing-you-dian-da-xue 北京邮电大学
bei-jing-yu-da-gong-shang-xue-yuan 北京育达工商学院
bei-jing-yuan-ming-yuan-xue-yuan 北京圆明园学院
bei-jing-zheng-fa-zhi-ye-xue-yuan 北京政法职业学院
bei-jing-zhong-hua-wen-hua-xue-yuan 北京中华文化学院
bei-jing-zhong-jia-gong-shang-xue-yuan 北京中加工商学院
bei-jing-zhong-shan-xue-yuan 北京中山学院
bei-jing-zhong-xin-qi-ye-guan-li-xue-yuan 北京中新企业管理学院
bei-jing-zhong-yi-yao-da-xue 北京中医药大学
bei-jing-zhu-zong-ji-tuan-wei-yuan-hui-dang-xiao 北京住总集团委员会党校
bei-jing-zhuo-da-jing-ji-guan-li-yan-xiu-xue-yuan 北京卓达经济管理研修学院
bei-jing-zi-xiu-da-xue 北京自修大学
bei-shi-da-jing-shi-ke-ji-xue-yuan 北师大京师科技学院
ben-xi-guang-bo-dian-shi-da-xue 本溪广播电视大学
beng-bu-ji-dian-ji-shi-xue-yuan 蚌埠机电技师学院
beng-bu-shi-wei-dang-xiao 蚌埠市委党校
beng-bu-shi-zhi-gong-da-xue 蚌埠市职工大学
beng-bu-xue-yuan 蚌埠学院
beng-bu-yi-xue-yuan 蚌埠医学院
bi-jie-di-qu-guang-bo-dian-shi-da-xue 毕节地区广播电视大学
bi-jie-xue-yuan 毕节学院
bi-shan-xian-wei-dang-xiao 璧山县委党校
bi-shan-xian-xing-zheng-xue-xiao 璧山县行政学校
bin-cheng-qu-wei-dang-xiao 滨城区委党校
bin-chuan-xian-xing-zheng-xue-xiao 宾川县行政学校
bin-hai-wai-shi-xue-yuan 滨海外事学院
bin-hai-zhi-ye-xue-yuan 滨海职业学院
bin-xian-wei-dang-xiao 宾县委党校
bin-xian-xian-wei-dang-xiao 彬县县委党校
bin-xian-xing-zheng-xue-xiao 彬县行政学校
bin-zhou-guang-bo-dian-shi-da-xue 滨州广播电视大学
bin-zhou-ji-shu-xue-yuan 滨州技术学院
bin-zhou-shi-wei-dang-xiao 滨州市委党校
bin-zhou-shi-xing-zheng-gan-bu-xue-yuan 滨州市行政干部学院
bin-zhou-xue-yuan 滨州学院
bin-zhou-yi-xue-yuan 滨州医学院
bin-zhou-zhi-ye-xue-yuan 滨州职业学院
bing-tuan-dian-da 兵团电大
bing-tuan-jian-gong-shi-xing-zheng-xue-yuan 兵团建工师行政学院
bo-da-ni-mei-guo-xue-xiao 伯大尼美国学校
bo-hai-chuan-bo-zhi-ye-xue-yuan 渤海船舶职业学院
bo-hai-da-xue 渤海大学
bo-hai-shi-you-zhi-ye-xue-yuan 渤海石油职业学院
bo-hu-dian-da 博湖电大
bo-luo-xian-guang-bo-dian-shi-da-xue 博罗县广播电视大学
bo-luo-xian-wei-dang-xiao 博罗县委党校
bo-luo-xian-xing-zheng-xue-xiao 博罗县行政学校
bo-shan-qu-xing-zheng-xue-xiao 博山区行政学校
bo-xing-xian-wei-dang-xiao 博兴县委党校
bo-zhou-dian-da 博州电大
bo-zhou-shi-qiao-cheng-qu-wei-dang-xiao 亳州市谯城区委党校
bo-zhou-shi-wei-dang-xiao 亳州市委党校
bo-zhou-xing-zheng-xue-yuan 博州行政学院
bo-zhou-zhou-wei-dang-xiao 博州州委党校
bu-ji-jie-dao-cheng-ren-wen-hua-ji-shu-xue-xiao 布吉街道成人文化技术学校
cang-nan-xian-wei-dang-xiao 苍南县委党校
cang-zhou-guang-bo-dian-shi-da-xue 沧州广播电视大学
cang-zhou-shi-fan-zhuan-ke-xue-xiao 沧州师范专科学校
cang-zhou-yi-xue-gao-deng-zhuan-ke-xue-xiao 沧州医学高等专科学校
cao-jia-du-jie-dao-lao-nian-xue-xiao 曹家渡街道老年学校
cao-lu-zhen-lao-nian-xue-xiao 曹路镇老年学校
cao-xian-xian-wei-dang-xiao 曹县县委党校
cha-ha-er-you-yi-hou-qi-xing-zheng-xue-xiao 察哈尔右翼后旗行政学校
cha-ha-er-you-yi-qian-qi-wei-dang-xiao 察哈尔右翼前旗委党校
cha-you-hou-qi-wei-dang-xiao 察右后旗委党校
cha-you-zhong-qi-guang-bo-dian-shi-da-xue 察右中旗广播电视大学
cha-you-zhong-qi-wei-dang-xiao 察右中旗委党校
cha-you-zhong-qi-xing-zheng-gan-bu-xue-xiao 察右中旗行政干部学校
chang-an-da-xue 长安大学
chang-an-yi-shu-pei-xun-xue-yuan 长安艺术培训学院
chang-chun-cai-wu-xue-xiao 长春财务学校
chang-chun-da-xue 长春大学
chang-chun-dai-er-te-guo-ji-shang-xue-yuan 长春戴尔特国际商学院
chang-chun-dian-li-zhi-gong-da-xue 长春电力职工大学
chang-chun-dong-fang-da-xue 长春东方大学
chang-chun-dong-fang-zhi-ye-xue-yuan 长春东方职业学院
chang-chun-gong-cheng-xue-yuan 长春工程学院
chang-chun-gong-ye-da-xue 长春工业大学
chang-chun-guang-bo-dian-shi-da-xue 长春广播电视大学
chang-chun-guang-ji-xue-yuan-guang-dian-xin-xi-xue-yuan 长春光机学院光电信息学院
chang-chun-guo-ji-shang-wu-xue-yuan 长春国际商务学院
chang-chun-ji-hua-yi-xue-zhuan-xiu-xue-yuan 长春吉华医学专修学院
chang-chun-jin-rong-gao-deng-zhuan-ke-xue-xiao 长春金融高等专科学校
chang-chun-jin-rong-guan-li-gan-bu-xue-yuan 长春金融管理干部学院
chang-chun-jin-rong-yan-xiu-xue-yuan 长春金融研修学院
chang-chun-li-gong-da-xue 长春理工大学
chang-chun-mei-tan-gan-bu-guan-li-xue-yuan 长春煤炭干部管理学院
chang-chun-qi-che-gong-ye-gao-deng-zhuan-ke-xue-xiao 长春汽车工业高等专科学校
chang-chun-shi-di-er-she-qu-xue-yuan 长春市第二社区学院
chang-chun-shi-fan-da-xue 长春师范大学
chang-chun-shi-fan-xue-yuan 长春师范学院
chang-chun-shi-guang-bo-dian-shi-da-xue 长春市广播电视大学
chang-chun-shi-guang-xue-jing-mi-ji-xie-xue-yuan 长春市光学精密机械学院
chang-chun-shi-jian-zhu-zhi-gong-da-xue 长春市建筑职工大学
chang-chun-shi-lv-yuan-qu-xing-zheng-xue-xiao 长春市绿园区行政学校
chang-chun-shi-nan-guan-qu-wei-dang-xiao 长春市南关区委党校
chang-chun-shi-nan-guan-qu-xing-zheng-gan-bu-xue-xiao 长春市南关区行政干部学校
chang-chun-shi-qing-gong-ye-xue-xiao 长春市轻工业学校
chang-chun-shi-ren-min-jing-cha-xue-xiao 长春市人民警察学校
chang-chun-shi-wei-dang-xiao 长春市委党校
chang-chun-shi-xing-zheng-xue-yuan 长春市行政学院
chang-chun-shi-zhi-shu-ji-guan-ye-yu-da-xue 长春市直属机关业余大学
chang-chun-shu-ren-zhuan-xiu-xue-yuan 长春树仁专修学院
chang-chun-shui-wu-xue-yuan 长春税务学院
chang-chun-yi-xue-gao-deng-zhuan-ke-xue-xiao 长春医学高等专科学校
chang-chun-yi-xue-zhuan-xiu-xue-yuan 长春医学专修学院
chang-chun-you-dian-xue-yuan 长春邮电学院
chang-chun-zhi-gong-da-xue 长春职工大学
chang-chun-zhi-gong-yi-ke-da-xue 长春职工医科大学
chang-chun-zhi-ye-ji-shu-xue-yuan 长春职业技术学院
chang-chun-zhong-yi-xue-yuan 长春中医学院
chang-chun-zhong-yi-yao-da-xue 长春中医药大学
chang-de-cai-jing-xue-xiao 常德财经学校
chang-de-guang-bo-dian-shi-da-xue 常德广播电视大学
chang-de-shi-ding-cheng-qu-wei-dang-xiao 常德市鼎城区委党校
chang-de-shi-ding-cheng-qu-xing-zheng-gan-bu-xue-xiao 常德市鼎城区行政干部学校
chang-de-shi-wei-dang-xiao 常德市委党校
chang-de-shi-wu-ling-qu-wei-dang-xiao 常德市武陵区委党校
chang-de-zhi-ye-ji-shu-xue-yuan 常德职业技术学院
chang-de-zhi-ye-ji-shu-xue-yuan-jiao-yu-xue-yuan 常德职业技术学院教育学院
chang-feng-xian-wei-dang-xiao 长丰县委党校
chang-gang-ji-tuan-ke-ji-da-xue 长钢集团科技大学
chang-hai-dian-da 长海电大
chang-ji-dian-da 昌吉电大
chang-ji-shi-wei-dang-xiao 昌吉市委党校
chang-ji-xue-yuan 昌吉学院
chang-ji-zhi-ye-ji-shu-xue-yuan 昌吉职业技术学院
chang-ji-zhou-wei-yuan-hui-dang-xiao 昌吉州委员会党校
chang-jiang-da-xue 长江大学
chang-jiang-gong-cheng-zhi-ye-ji-shu-xue-yuan 长江工程职业技术学院
chang-jiang-hang-wu-guan-li-ju-dang-xiao 长江航务管理局党校
chang-jiang-ke-ji-zhi-ye-xue-xiao 长江科技职业学校
chang-jiang-ke-ji-zhuan-xiu-xue-yuan 长江科技专修学院
chang-jiang-shang-xue-yuan 长江商学院
chang-jiang-shi-fan-xue-yuan 长江师范学院
chang-jiang-xian-wu-qi-da-xue 昌江县五七大学
chang-jiang-zhi-ye-xue-yuan 长江职业学院
chang-le-xian-wei-dang-xiao 昌乐县委党校
chang-li-xian-wei-dang-xiao 昌黎县委党校
chang-ning-xian-xing-zheng-xue-xiao 昌宁县行政学校
chang-sha-da-xue 长沙大学
chang-sha-dian-da 长沙电大
chang-sha-dian-li-zhi-ye-ji-shu-xue-yuan 长沙电力职业技术学院
chang-sha-dian-nao-zhuan-xiu-xue-yuan 长沙电脑专修学院
chang-sha-gong-cheng-bing-xue-yuan 长沙工程兵学院
chang-sha-guang-bo-dian-shi-da-xue 长沙广播电视大学
chang-sha-hang-kong-zhi-ye-ji-shu-xue-yuan 长沙航空职业技术学院
chang-sha-jiao-tong-xue-yuan 长沙交通学院
chang-sha-jiao-yu-xue-yuan 长沙教育学院
chang-sha-jing-li-xue-yuan 长沙经理学院
chang-sha-ke-ji-xue-yuan 长沙科技学院
chang-sha-li-gong-da-xue 长沙理工大学
chang-sha-min-zheng-zhi-ye-ji-shu-xue-yuan 长沙民政职业技术学院
chang-sha-ming-zhao-ri-ben-yu-zhuan-xiu-xue-yuan 长沙明照日本语专修学院
chang-sha-nan-fang-zhi-ye-xue-yuan 长沙南方职业学院
chang-sha-pei-cai-ke-ji-xue-yuan 长沙培才科技学院
chang-sha-shi-lao-gan-bu-da-xue 长沙市老干部大学
chang-sha-shi-mao-wai-guo-yu-zhuan-xiu-xue-yuan 长沙世贸外国语专修学院
chang-sha-shi-ren-min-jing-cha-xue-xiao 长沙市人民警察学校
chang-sha-shi-she-hui-zhu-yi-xue-yuan 长沙市社会主义学院
chang-sha-shi-wang-yue-hu-she-qu-da-xue 长沙市望月湖社区大学
chang-sha-shi-wei-dang-xiao 长沙市委党校
chang-sha-tong-xin-zhi-ye-ji-shu-xue-yuan 长沙通信职业技术学院
chang-sha-xian-wei-dang-xiao 长沙县委党校
chang-sha-xian-xing-zheng-xue-yuan 长沙县行政学院
chang-sha-xing-zheng-xue-yuan 长沙行政学院
chang-sha-yi-xue-yuan 长沙医学院
chang-sha-ying-shi-wen-wu-zhuan-xiu-xue-yuan 长沙影视文武专修学院
chang-sha-zhi-gong-da-xue 长沙职工大学
chang-sha-zhi-ye-ji-shu-xue-yuan 长沙职业技术学院
chang-shou-qu-dang-xiao 长寿区党校
chang-shou-qu-xing-zheng-xue-xiao 长寿区行政学校
chang-shu-guang-bo-dian-shi-da-xue 常熟广播电视大学
chang-shu-li-gong-xue-yuan 常熟理工学院
chang-shu-shi-dong-bang-zhen-dang-xiao 常熟市董浜镇党校
chang-shu-shi-wei-dang-xiao 常熟市委党校
chang-shu-shi-xing-zheng-xue-xiao 常熟市行政学校
chang-tai-xian-wei-dang-xiao 长泰县委党校
chang-tu-xian-wei-dang-xiao 昌图县委党校
chang-wu-xian-wei-dang-xiao 长武县委党校
chang-xin-dian-zhen-dang-xiao 长辛店镇党校
chang-xing-jiao-shi-jin-xiu-xue-yuan 长兴教师进修学院
chang-xing-xian-wei-dang-xiao 长兴县委党校
chang-yi-shi-wai-guo-yu-xue-xiao 昌邑市外国语学校
chang-yi-shi-wei-dang-xiao 昌邑市委党校
chang-zheng-zhen-lao-nian-xue-xiao 长征镇老年学校
chang-zheng-zhen-wei-dang-xiao 长征镇委党校
chang-zhi-dian-da 长治电大
chang-zhi-dian-shi-da-xue 长治电视大学
chang-zhi-guang-bo-yi-shu-xue-xiao 长治广播艺术学校
chang-zhi-shi-cheng-qu-qu-wei-dang-xiao 长治市城区区委党校
chang-zhi-shi-jiao-qu-wei-dang-xiao 长治市郊区委党校
chang-zhi-shi-jiao-qu-xing-zheng-xue-xiao 长治市郊区行政学校
chang-zhi-shi-jiao-yu-xue-yuan 长治市教育学院
chang-zhi-shi-wei-dang-xiao 长治市委党校
chang-zhi-xing-zheng-xue-yuan 长治行政学院
chang-zhi-xue-yuan 长治学院
chang-zhi-yi-xue-yuan 长治医学院
chang-zhi-zhi-ye-ji-shu-xue-yuan 长治职业技术学院
chang-zhou-fang-zhi-fu-zhuang-zhi-ye-ji-shu-xue-yuan 常州纺织服装职业技术学院
chang-zhou-gong-cheng-zhi-ye-ji-shu-xue-yuan 常州工程职业技术学院
chang-zhou-gong-xue-yuan 常州工学院
chang-zhou-ji-dian-zhi-ye-ji-shu-xue-yuan 常州机电职业技术学院
chang-zhou-ji-shi-xue-yuan 常州技师学院
chang-zhou-ji-shu-shi-fan-xue-yuan 常州技术师范学院
chang-zhou-ji-xie-xue-yuan 常州机械学院
chang-zhou-mei-tian-zhi-gong-di-zhi-xue-xiao 常州煤田职工地质学校
chang-zhou-qing-gong-zhi-ye-ji-shu-xue-yuan 常州轻工职业技术学院
chang-zhou-shi-guang-bo-dian-shi-da-xue 常州市广播电视大学
chang-zhou-shi-jiao-yu-ju-dang-xiao 常州市教育局党校
chang-zhou-shi-min-ban-jian-dong-xue-yuan 常州市民办建东学院
chang-zhou-shi-tian-ning-qu-dang-xiao 常州市天宁区党校
chang-zhou-shi-wei-dang-xiao 常州市委党校
chang-zhou-shi-wu-jin-jiao-tong-gan-bu-xue-xiao 常州市武进交通干部学校
chang-zhou-shi-wu-jin-qu-wei-yuan-hui-dang-xiao 常州市武进区委员会党校
chang-zhou-shi-wu-jin-qu-xing-zheng-xue-xiao 常州市武进区行政学校
chang-zhou-shi-xing-zheng-xue-yuan 常州市行政学院
chang-zhou-shi-zhi-gong-da-xue 常州市职工大学
chang-zhou-xin-xi-zhi-ye-ji-shu-xue-yuan 常州信息职业技术学院
chang-zhou-ye-jin-ji-shi-xue-yuan 常州冶金技师学院
chang-zhou-zhi-ye-ji-shu-xue-yuan 常州职业技术学院
chao-hu-dian-da 巢湖电大
chao-hu-shi-wei-dang-xiao 巢湖市委党校
chao-hu-xue-yuan 巢湖学院
chao-hu-zhi-ye-ji-shu-xue-yuan 巢湖职业技术学院
chao-shan-zhi-ye-ji-shu-xue-yuan 潮汕职业技术学院
chao-yang-qu-guang-bo-dian-shi-da-xue 潮阳区广播电视大学
chao-zhou-shi-guang-bo-dian-shi-da-xue 潮州市广播电视大学
chao-zhou-shi-lao-gan-bu-da-xue 潮州市老干部大学
chao-zhou-shi-wei-dang-xiao 潮州市委党校
chen-jia-zhen-lao-nian-xue-xiao 陈家镇老年学校
chen-xi-xian-wei-dang-xiao 辰溪县委党校
chen-zhou-dian-da 郴州电大
chen-zhou-ji-shu-xue-yuan 郴州技术学院
chen-zhou-shi-xing-zheng-xue-yuan 郴州市行政学院
chen-zhou-zhi-ye-ji-shu-xue-yuan 郴州职业技术学院
cheng-cheng-dang-xiao 澄城党校
cheng-de-guang-bo-dian-shi-da-xue 承德广播电视大学
cheng-de-min-zu-shi-fan-gao-deng-zhuan-ke-xue-xiao 承德民族师范高等专科学校
cheng-de-shi-wei-dang-xiao 承德市委党校
cheng-de-shi-you-gao-deng-zhuan-ke-xue-xiao 承德石油高等专科学校
cheng-de-yi-xue-yuan 承德医学院
cheng-du-chuan-xi-mei-shu-xue-xiao 成都川西美术学校
cheng-du-da-xue 成都大学
cheng-du-dian-da 成都电大
cheng-du-dian-li-zhi-gong-da-xue 成都电力职工大学
cheng-du-dian-zi-ji-xie-gao-deng-zhuan-ke-xue-xiao 成都电子机械高等专科学校
cheng-du-dian-zi-ke-ji-da-xue 成都电子科技大学
cheng-du-fa-dong-ji-gong-si-zhi-gong-da-xue 成都发动机公司职工大学
cheng-du-fang-zhi-gao-deng-zhuan-ke-xue-xiao 成都纺织高等专科学校
cheng-du-gong-ye-xue-xiao 成都工业学校
cheng-du-gong-ye-zhi-gong-da-xue 成都工业职工大学
cheng-du-guang-bo-dian-shi-da-xue 成都广播电视大学
cheng-du-guang-bo-dian-shi-zhong-deng-zhuan-ye-da-xue 成都广播电视中等专业大学
cheng-du-hang-kong-zhi-ye-ji-shu-xue-yuan 成都航空职业技术学院
cheng-du-ji-shu-zhi-ye-xue-yuan 成都技术职业学院
cheng-du-jiao-yu-xue-yuan 成都教育学院
cheng-du-li-gong-da-xue 成都理工大学
cheng-du-lv-you-zhuan-xiu-xue-yuan 成都旅游专修学院
cheng-du-mei-tan-guan-li-gan-bu-xue-yuan 成都煤炭管理干部学院
cheng-du-nong-ye-ke-ji-zhi-ye-xue-yuan 成都农业科技职业学院
cheng-du-she-hui-da-xue 成都社会大学
cheng-du-shi-cheng-hua-qu-lao-nian-da-xue 成都市成华区老年大学
cheng-du-shi-cheng-hua-qu-wei-dang-xiao 成都市成华区委党校
cheng-du-shi-cheng-hua-qu-xing-zheng-xue-xiao 成都市成华区行政学校
cheng-du-shi-cheng-ren-jiao-yu-xue-yuan 成都市成人教育学院
cheng-du-shi-jin-jiang-qu-lao-nian-da-xue 成都市锦江区老年大学
cheng-du-shi-jin-niu-qu-lao-nian-da-xue 成都市金牛区老年大学
cheng-du-shi-ke-xue-ji-shu-jin-xiu-xue-yuan 成都市科学技术进修学院
cheng-du-shi-lao-nian-da-xue 成都市老年大学
cheng-du-shi-long-quan-yi-qu-lao-nian-da-xue 成都市龙泉驿区老年大学
cheng-du-shi-long-quan-yi-qu-wei-dang-xiao 成都市龙泉驿区委党校
cheng-du-shi-qing-bai-jiang-qu-wei-dang-xiao 成都市青白江区委党校
cheng-du-shi-qing-bai-jiang-xing-zheng-xue-xiao 成都市青白江行政学校
cheng-du-shi-qing-yang-lao-nian-da-xue 成都市青羊老年大学
cheng-du-shi-qing-yang-qu-xing-zheng-xue-xiao 成都市青羊区行政学校
cheng-du-shi-qing-yang-she-qu-jiao-yu-xue-yuan 成都市青羊社区教育学院
cheng-du-shi-she-hui-zhu-yi-xue-yuan 成都市社会主义学院
cheng-du-shi-ti-yu-xue-yuan 成都市体育学院
cheng-du-shi-wei-dang-xiao 成都市委党校
cheng-du-shi-wen-jiang-qu-wei-dang-xiao 成都市温江区委党校
cheng-du-shi-wen-jiang-qu-xing-zheng-xue-xiao 成都市温江区行政学校
cheng-du-shi-xin-du-qu-wei-dang-xiao 成都市新都区委党校
cheng-du-shi-xin-du-qu-xing-zheng-xue-xiao 成都市新都区行政学校
cheng-du-shi-xing-zheng-xue-yuan 成都市行政学院
cheng-du-shi-zheng-gong-cheng-zhuan-xiu-xue-yuan 成都市政工程专修学院
cheng-du-shi-zhi-gong-da-xue 成都市职工大学
cheng-du-shui-li-shui-dian-zhi-gong-da-xue 成都水利水电职工大学
cheng-du-ti-yu-xue-yuan 成都体育学院
cheng-du-xin-xi-gong-cheng-xue-yuan 成都信息工程学院
cheng-du-xing-zheng-xue-yuan 成都行政学院
cheng-du-zhi-ye-ji-shu-xue-yuan 成都职业技术学院
cheng-du-zhong-yi-xue-yuan 成都中医学院
cheng-du-zhong-yi-yao-da-xue 成都中医药大学
cheng-shi-zhi-ye-ji-shu-xue-yuan 城市职业技术学院
cheng-tie-dang-xiao 成铁党校
cheng-wu-xian-wei-dang-xiao 成武县委党校
cheng-xian-wei-dang-xiao 成县委党校
cheng-yang-qu-wei-dang-xiao 城阳区委党校
chi-bi-dian-da 赤壁电大
chi-bi-shi-wei-dang-xiao 赤壁市委党校
chi-feng-dian-shi-da-xue 赤峰电视大学
chi-feng-shi-guang-bo-dian-shi-da-xue 赤峰市广播电视大学
chi-feng-shi-wei-dang-xiao 赤峰市委党校
chi-feng-xue-yuan 赤峰学院
chi-ping-xian-wei-dang-xiao 茌平县委党校
chi-zhou-shi-wei-dang-xiao 池州市委党校
chi-zhou-shi-zhuan 池州师专
chong-ming-xian-bao-zhen-wei-dang-xiao 崇明县堡镇委党校
chong-qing-cheng-shi-guan-li-zhi-ye-xue-yuan 重庆城市管理职业学院
chong-qing-da-xue 重庆大学
chong-qing-dian-da 重庆电大
chong-qing-dian-li-gao-deng-zhuan-ke-xue-xiao 重庆电力高等专科学校
chong-qing-dian-zi-gong-cheng-zhi-ye-xue-yuan 重庆电子工程职业学院
chong-qing-dong-ya-xue-yuan 重庆东亚学院
chong-qing-gong-cheng-zhi-ye-ji-shu-xue-yuan 重庆工程职业技术学院
chong-qing-gong-gong-guan-li-xue-yuan 重庆公共管理学院
chong-qing-gong-mao-zhi-ye-ji-shu-xue-yuan 重庆工贸职业技术学院
chong-qing-gong-shang-da-xue 重庆工商大学
chong-qing-gong-xue-yuan 重庆工学院
chong-qing-gong-ye-zhi-ye-ji-shu-xue-yuan 重庆工业职业技术学院
chong-qing-hai-lian-xue-yuan 重庆海联学院
chong-qing-hua-gong-zhi-gong-da-xue 重庆化工职工大学
chong-qing-hua-xing-wai-guo-yu-zhuan-xiu-xue-yuan 重庆华星外国语专修学院
chong-qing-ji-dian-zhi-ye-ji-shu-xue-yuan 重庆机电职业技术学院
chong-qing-ji-xie-dian-zi-ji-shi-xue-yuan 重庆机械电子技师学院
chong-qing-jiao-tong-da-xue 重庆交通大学
chong-qing-jiao-tong-xue-yuan 重庆交通学院
chong-qing-jiao-tong-xue-yuan-cai-jing-xue-yuan 重庆交通学院财经学院
chong-qing-jiao-tong-xue-yuan-guan-li-xue-yuan 重庆交通学院管理学院
chong-qing-jiao-tong-xue-yuan-ji-xu-jiao-yu-xue-yuan 重庆交通学院继续教育学院
chong-qing-jiao-tong-xue-yuan-ren-wen-xue-yuan 重庆交通学院人文学院
chong-qing-jiao-tong-xue-yuan-tu-mu-jian-zhu-xue-yuan 重庆交通学院土木建筑学院
chong-qing-jiao-tong-xue-yuan-wai-guo-yu-xue-yuan 重庆交通学院外国语学院
chong-qing-jiao-yang-qi-che-ji-shu-xue-yuan 重庆骄阳汽车技术学院
chong-qing-jiao-yu-xue-yuan 重庆教育学院
chong-qing-jing-guan-zhi-ye-xue-yuan 重庆警官职业学院
chong-qing-ke-ji-xue-yuan 重庆科技学院
chong-qing-neng-yuan-gong-ye-ji-shi-xue-yuan 重庆能源工业技师学院
chong-qing-qi-che-xue-yuan 重庆汽车学院
chong-qing-qing-nian-zhi-ye-ji-shu-xue-yuan 重庆青年职业技术学院
chong-qing-qing-nian-zhi-ye-xue-yuan 重庆青年职业学院
chong-qing-san-xia-shi-fan-xue-yuan 重庆三峡师范学院
chong-qing-san-xia-xue-yuan 重庆三峡学院
chong-qing-san-xia-yi-yao-gao-deng-zhuan-ke-xue-xiao 重庆三峡医药高等专科学校
chong-qing-san-xia-zhi-ye-xue-yuan 重庆三峡职业学院
chong-qing-shang-ye-zhi-gong-da-xue 重庆商业职工大学
chong-qing-she-hui-zhu-yi-xue-yuan 重庆社会主义学院
chong-qing-shi-da-chu-deng-jiao-yu-xue-yuan 重庆师大初等教育学院
chong-qing-shi-fan-da-xue 重庆师范大学
chong-qing-shi-gong-mao-ji-gong-xue-xiao 重庆市工贸技工学校
chong-qing-shi-hua-yi-ji-shi-xue-yuan 重庆市化医技师学院
chong-qing-shi-nan-chuan-qu-xing-zheng-xue-xiao 重庆市南川区行政学校
chong-qing-shi-san-xia-shi-fan-xue-xiao 重庆市三峡师范学校
chong-qing-shi-shi-ji-ji-guan-dang-xiao 重庆市市级机关党校
chong-qing-shi-shi-zheng-guan-li-wei-yuan-hui-dang-xiao 重庆市市政管理委员会党校
chong-qing-shi-shuang-qiao-qu-wei-dang-xiao 重庆市双桥区委党校
chong-qing-shi-shuang-qiao-qu-xing-zheng-xue-xiao 重庆市双桥区行政学校
chong-qing-shi-wan-zhou-xing-zheng-xue-yuan 重庆市万州行政学院
chong-qing-shi-wei-dang-xiao 重庆市委党校
chong-qing-shi-yong-chuan-guang-bo-dian-shi-da-xue 重庆市永川广播电视大学
chong-qing-wen-li-xue-yuan 重庆文理学院
chong-qing-xin-xi-gong-cheng-zhuan-xiu-xue-yuan 重庆信息工程专修学院
chong-qing-xing-zheng-xue-yuan 重庆行政学院
chong-qing-ye-jin-cheng-ren-xue-yuan 重庆冶金成人学院
chong-qing-yi-ke-da-xue 重庆医科大学
chong-qing-you-dian-da-xue 重庆邮电大学
chong-qing-you-dian-xue-yuan 重庆邮电学院
